OTU	ED10_S_Wi2013	EN17_S_Wi2013	EN20_S_Wi2013	EOI15_S_Wi2013	EOI20_S_Wi2013	EOK10_S_Wi2013	EOK20_S_Wi2013_PS	EU08_S_Wi2013	LD10_S_Wi2013_PS_A	LN20_S_Wi2013_PS	LOK10_S_Wi2013	EN15_S_Wi2013	EN30_S_Wi2013	EB10_S_Wi2013
SWARM_1240	0	0	0	0	0	0	2	0	0	48	2	0	13	0
SWARM_1241	0	0	0	0	0	0	0	0	0	33	34	0	8	0
SWARM_1242	0	0	0	0	2	0	3	0	0	63	103	0	36	12
SWARM_1248	23	20	14	1	1	7	0	2	0	0	0	7	3	0
SWARM_1249	10	24	12	0	0	8	0	2	0	0	0	0	0	0
SWARM_4140	0	0	0	0	0	0	12	0	0	0	1	0	0	6
SWARM_805	19	40	100	4	7	48	0	108	0	0	0	2	2	12
SWARM_505	0	0	1	0	1	0	0	0	7	68	134	0	30	0
SWARM_1938	0	0	1	0	0	0	0	0	0	0	0	35	0	0
SWARM_1939	0	1	5	0	0	1	0	0	0	0	0	35	0	0
SWARM_1933	0	0	0	0	0	0	0	0	0	0	43	0	0	0
SWARM_1930	0	0	0	0	0	0	0	0	0	35	0	0	1	0
SWARM_1936	24	1	0	0	2	0	0	12	0	0	0	0	0	3
SWARM_1937	0	0	0	0	0	0	0	0	0	0	0	38	0	0
SWARM_509	11	185	4	0	0	35	0	0	0	0	0	0	0	0
SWARM_8508	0	0	0	0	1	0	0	0	0	11	0	0	0	12
SWARM_3308	0	0	2	0	18	1	0	0	0	0	0	0	0	0
SWARM_14188	0	0	0	0	0	0	4	0	0	0	2	0	0	0
SWARM_14187	0	0	0	0	0	0	4	0	1	0	1	0	0	0
SWARM_14182	0	0	0	0	0	0	6	0	0	0	1	0	0	0
SWARM_174	0	11	2	0	9	1	2	1	8	201	140	1	92	30
SWARM_170	1	10	3	0	1	85	0	187	0	0	0	0	0	12
SWARM_171	0	0	0	0	1	0	36	0	15	155	41	0	9	40
SWARM_172	10	28	30	0	0	157	0	56	0	5	0	1	0	2
SWARM_178	0	35	125	169	302	129	0	81	0	26	182	3	56	24
SWARM_148	0	0	2	0	3	3	0	0	0	248	10	0	209	4
SWARM_4309	0	0	0	0	0	0	0	0	17	0	2	0	0	0
SWARM_4306	0	0	0	0	0	0	0	0	21	0	0	0	0	0
SWARM_4304	0	0	0	0	0	0	0	0	40	0	0	0	0	5
SWARM_4302	0	0	0	0	0	0	0	0	24	0	0	0	0	0
SWARM_2076	0	1	4	0	0	3	0	0	0	0	0	54	0	0
SWARM_2077	1	2	1	3	0	9	0	5	0	0	0	28	0	0
SWARM_2074	0	0	0	0	0	0	0	0	0	34	0	0	4	4
SWARM_2075	0	0	1	0	0	0	0	0	0	0	0	31	0	0
SWARM_2072	0	0	0	0	0	0	0	0	0	31	3	0	0	1
SWARM_2073	11	17	23	0	1	19	0	12	0	0	0	0	0	0
SWARM_2079	0	2	29	10	3	0	0	0	0	0	0	0	2	0
SWARM_8742	0	0	0	0	0	0	0	0	0	0	0	7	0	0
SWARM_8743	0	0	0	0	0	0	0	0	0	0	0	10	0	0
SWARM_8740	0	0	0	0	0	0	0	0	0	0	0	7	0	0
SWARM_8741	0	0	0	0	0	0	0	0	0	0	0	8	0	0
SWARM_8746	0	0	0	0	0	0	0	0	0	0	0	12	0	0
SWARM_8748	0	0	1	0	0	0	0	0	0	0	0	8	0	0
SWARM_8749	0	0	0	0	0	1	0	0	0	0	0	6	0	0
SWARM_8150	0	0	0	2	10	0	0	0	0	0	0	8	1	0
SWARM_237	2	552	206	25	1	29	0	9	0	3	0	0	10	1
SWARM_236	0	16	10	63	119	16	22	8	0	31	447	0	32	17
SWARM_235	0	1	1	7	60	1	0	0	2	43	96	0	10	0
SWARM_232	10	126	246	199	272	41	3	46	0	45	157	21	31	12
SWARM_231	1	3	1	0	8	1	0	1	8	168	453	0	57	5
SWARM_230	0	43	259	185	473	182	0	83	31	41	52	0	23	18
SWARM_12269	0	0	2	0	0	1	0	0	0	0	0	5	0	0
SWARM_12265	0	1	0	0	0	0	0	1	0	0	0	5	0	0
SWARM_12267	0	1	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_12261	0	0	1	0	0	0	0	0	0	0	0	5	0	0
SWARM_12260	0	1	1	0	0	0	0	0	0	0	0	6	0	1
SWARM_121	18	194	162	1	8	1	0	13	0	0	0	2	1	0
SWARM_128	8	14	361	0	2	0	0	0	0	3	1	0	1	0
SWARM_3296	1	8	44	1	1	19	0	8	0	4	0	0	0	0
SWARM_4518	0	0	0	0	0	0	9	0	0	3	1	1	1	2
SWARM_4516	0	0	1	11	15	1	0	0	0	3	0	0	3	0
SWARM_2911	1	6	5	0	0	3	0	3	0	0	0	7	1	0
SWARM_2913	0	0	0	0	0	0	0	0	51	0	5	0	0	0
SWARM_2915	0	0	0	0	0	0	0	0	22	0	0	0	0	0
SWARM_2914	0	0	0	0	0	0	0	0	37	0	0	0	0	0
SWARM_2917	0	0	0	0	0	0	0	0	20	0	5	0	0	0
SWARM_2919	0	0	0	0	0	0	0	0	29	28	8	0	4	0
SWARM_2918	0	0	0	0	0	0	0	0	17	21	1	0	1	0
SWARM_801	0	37	190	0	6	32	0	7	0	4	0	0	1	0
SWARM_802	1	8	115	26	1	18	0	5	0	0	0	0	1	0
SWARM_803	0	5	39	0	0	22	0	37	0	0	0	0	1	1
SWARM_804	0	8	3	0	33	8	0	56	4	7	0	0	1	0
SWARM_806	0	2	0	12	54	0	0	0	4	34	2	0	13	2
SWARM_807	6	10	21	1	17	10	0	26	0	0	1	0	4	5
SWARM_808	0	9	10	8	51	12	0	15	0	0	0	1	1	6
SWARM_809	2	2	0	7	25	10	0	4	0	0	38	0	5	9
SWARM_7736	0	0	0	0	0	0	0	1	0	0	0	0	0	12
SWARM_7732	0	0	0	0	0	0	0	0	0	0	0	0	0	14
SWARM_7730	0	0	0	0	0	0	0	0	0	0	0	0	0	17
SWARM_7731	0	0	0	0	0	0	0	0	0	0	0	0	0	19
SWARM_36	154	237	147	13	2	534	0	170	0	3	0	4	8	12
SWARM_37	12	330	1259	29	48	504	0	188	0	5	0	3	20	8
SWARM_34	8	159	617	39	72	257	0	124	0	1	0	0	8	5
SWARM_35	498	135	277	8	19	172	5	482	0	16	0	0	5	33
SWARM_33	0	314	319	3	22	187	3	97	0	22	1	0	42	11
SWARM_30	1	221	1071	1	27	3	0	14	0	14	1	0	19	6
SWARM_38	1	2	0	0	2	1	0	0	36	731	238	0	206	11
SWARM_39	79	109	427	13	91	165	0	320	2	19	0	0	5	18
SWARM_3732	0	0	0	21	12	1	0	0	0	0	0	0	0	0
SWARM_3731	0	0	0	39	13	0	0	0	0	0	0	0	0	0
SWARM_3836	0	1	6	5	0	0	0	0	0	0	0	11	0	0
SWARM_1774	0	2	3	0	0	25	0	23	0	0	0	0	0	0
SWARM_1776	0	0	0	0	1	0	3	0	0	32	2	0	1	3
SWARM_1772	0	0	1	0	5	8	0	0	0	20	73	0	12	0
SWARM_1778	0	6	12	1	13	14	0	5	1	9	13	0	9	2
SWARM_1488	0	63	2	0	0	0	0	0	0	4	0	3	1	0
SWARM_1489	0	11	48	1	2	1	0	1	0	0	0	0	1	0
SWARM_1487	0	3	41	0	0	0	0	2	0	0	0	1	0	0
SWARM_1484	0	0	0	0	0	0	0	0	0	0	0	44	0	0
SWARM_1485	0	0	0	0	0	0	0	0	0	0	0	50	0	0
SWARM_1482	2	1	9	2	18	13	0	31	0	0	0	1	1	6
SWARM_1480	0	0	0	0	0	0	0	0	0	1	51	0	0	0
SWARM_15619	0	1	2	0	0	0	0	0	0	0	0	9	0	0
SWARM_484	11	57	142	1	13	35	0	37	1	5	0	11	0	1
SWARM_486	0	0	0	0	1	0	0	0	50	21	222	0	1	10
SWARM_487	0	0	0	0	0	0	0	0	0	0	132	0	0	0
SWARM_480	0	4	13	15	68	23	0	9	0	3	2	0	2	0
SWARM_481	1	26	66	4	1	19	0	7	0	2	0	13	1	1
SWARM_482	0	0	1	0	0	0	7	1	0	0	0	0	0	218
SWARM_483	87	64	16	0	0	39	0	35	0	0	0	0	0	1
SWARM_488	19	16	50	0	5	29	0	73	0	0	1	2	1	2
SWARM_489	1	0	1	0	2	4	0	0	0	230	82	0	83	7
SWARM_3207	0	0	0	0	0	0	0	0	69	7	1	0	0	1
SWARM_3204	0	0	0	0	0	0	0	0	33	0	0	0	0	0
SWARM_12220	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_4729	0	0	0	0	0	1	0	0	0	0	0	0	0	12
SWARM_4724	0	3	0	0	0	0	0	0	0	0	0	0	0	15
SWARM_4726	1	0	0	0	0	0	0	1	0	0	0	0	0	14
SWARM_4720	0	0	0	0	0	0	0	0	0	0	0	0	0	16
SWARM_4721	0	1	0	0	0	0	0	0	0	0	0	0	0	23
SWARM_4722	0	0	0	0	0	0	0	0	18	8	17	0	0	3
SWARM_2898	14	2	0	5	30	1	0	34	0	0	0	0	1	1
SWARM_2899	15	16	9	0	2	5	0	11	0	1	0	1	0	0
SWARM_2895	0	0	0	0	5	2	0	1	0	6	45	0	13	2
SWARM_2893	0	0	0	0	0	18	0	27	0	0	0	0	0	0
SWARM_6657	0	0	0	0	2	0	1	0	17	2	2	0	0	0
SWARM_6650	0	0	0	0	0	0	0	0	19	0	0	0	0	0
SWARM_6659	0	0	0	0	0	0	3	0	16	0	0	0	0	0
SWARM_2764	12	2	7	2	1	2	0	10	0	0	1	0	2	0
SWARM_2762	0	0	0	0	0	0	0	0	14	34	0	0	0	4
SWARM_2760	0	0	0	0	1	0	0	1	110	35	161	0	0	3
SWARM_2761	0	0	1	0	4	4	0	0	2	3	2	0	1	44
SWARM_3385	0	0	0	0	0	0	3	0	0	0	0	0	0	32
SWARM_3380	0	0	0	0	0	0	5	0	0	1	25	0	0	1
SWARM_3388	0	0	0	0	0	0	0	0	20	0	0	0	0	0
SWARM_3967	0	0	0	18	0	0	0	0	0	0	0	0	0	0
SWARM_14107	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14104	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14105	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14103	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14100	0	0	0	0	0	0	4	0	0	0	0	0	0	1
SWARM_14101	0	0	0	0	0	0	4	0	0	0	3	0	0	0
SWARM_14109	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_1525	0	0	0	0	0	0	0	0	0	0	0	43	0	0
SWARM_1526	0	6	0	0	4	0	0	0	0	63	31	0	20	16
SWARM_1520	0	0	0	0	0	0	2	0	0	20	0	1	2	26
SWARM_1523	0	0	0	0	0	0	0	0	8	0	50	0	1	0
SWARM_1522	0	0	0	0	0	0	0	0	12	47	10	0	0	2
SWARM_1668	0	0	0	0	0	0	0	0	0	0	0	0	0	50
SWARM_12224	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_10168	0	0	0	0	0	0	0	0	0	0	0	9	0	0
SWARM_10164	0	0	0	0	0	0	0	0	0	0	0	6	0	0
SWARM_10165	0	0	1	0	0	0	0	0	0	0	0	8	0	0
SWARM_10166	0	0	0	0	0	0	0	0	0	0	0	7	0	0
SWARM_10160	0	0	0	0	0	0	0	0	0	0	0	8	0	0
SWARM_10161	0	0	0	0	0	0	0	0	0	0	0	6	0	0
SWARM_10162	0	0	0	0	0	0	0	0	0	0	0	8	0	0
SWARM_10163	0	0	0	0	0	0	0	0	0	0	0	6	0	0
SWARM_5035	0	0	0	0	0	0	0	0	19	8	0	0	0	0
SWARM_5031	0	0	0	0	0	0	0	0	23	5	0	0	0	0
SWARM_5038	0	0	0	0	0	0	0	0	18	0	11	0	0	0
SWARM_4814	0	0	0	0	0	0	0	0	0	9	0	0	0	15
SWARM_721	0	0	0	0	0	0	0	0	3	56	38	0	4	0
SWARM_720	0	0	0	1	9	0	4	0	0	20	45	0	7	0
SWARM_723	0	0	0	0	0	0	0	0	10	3	83	0	0	3
SWARM_725	66	34	27	0	2	15	0	25	0	0	0	5	4	0
SWARM_727	0	0	0	0	0	0	0	0	122	30	9	0	0	0
SWARM_726	0	1	0	0	8	0	0	0	91	8	47	0	1	2
SWARM_729	0	10	117	12	2	56	0	7	0	0	0	0	1	0
SWARM_728	39	61	29	0	3	35	0	14	0	0	0	0	4	7
SWARM_384	0	0	0	0	0	0	5	0	11	181	18	0	8	51
SWARM_9477	0	0	0	0	2	0	13	0	0	0	1	0	0	0
SWARM_6165	0	0	0	0	0	0	0	0	0	0	0	11	0	0
SWARM_18833	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_18830	0	0	0	0	0	0	8	0	0	0	0	0	0	0
SWARM_18837	0	0	0	0	0	0	6	0	0	0	0	0	0	0
SWARM_1059	0	0	0	0	1	0	0	0	5	39	15	0	4	1
SWARM_4028	0	0	0	0	0	0	0	0	0	0	0	0	0	20
SWARM_1055	0	9	9	2	23	13	11	26	3	0	0	1	1	6
SWARM_1054	25	33	5	0	0	3	0	18	0	0	0	0	1	7
SWARM_1057	0	0	0	0	0	0	0	0	0	15	37	0	19	0
SWARM_4023	0	0	0	0	0	0	0	0	0	0	0	0	0	35
SWARM_1053	0	1	13	5	13	21	0	7	0	3	0	7	0	3
SWARM_5153	0	2	4	0	0	0	0	0	0	0	0	9	0	0
SWARM_1011	12	19	36	1	3	9	0	7	0	0	0	5	1	1
SWARM_1010	0	0	0	0	0	0	0	0	46	106	5	0	3	14
SWARM_5372	0	0	0	1	4	0	6	0	0	0	1	0	0	0
SWARM_1017	0	0	0	0	0	0	0	0	81	0	2	0	0	0
SWARM_3022	0	0	0	0	1	0	0	0	0	0	0	0	0	21
SWARM_3020	0	0	0	0	0	0	0	0	0	0	0	0	0	33
SWARM_3026	0	1	0	0	0	1	0	0	0	0	0	0	0	39
SWARM_3025	0	1	0	0	0	0	3	0	0	3	0	0	0	21
SWARM_1179	0	2	0	0	0	35	0	26	0	0	0	0	0	0
SWARM_1318	0	9	73	0	0	0	0	0	0	0	0	0	0	0
SWARM_1319	0	4	6	2	4	29	0	17	0	4	0	0	0	0
SWARM_1313	0	0	0	0	0	0	7	0	1	61	18	0	3	2
SWARM_1310	0	0	0	0	0	0	0	74	0	0	0	0	0	0
SWARM_1311	0	0	0	0	0	0	0	0	40	8	15	0	0	0
SWARM_1316	1	64	0	0	0	0	0	0	0	0	0	0	0	0
SWARM_1317	0	9	38	0	1	2	0	1	0	3	0	0	0	0
SWARM_1314	1	1	0	0	0	52	0	23	0	0	0	0	0	0
SWARM_1315	1	8	30	0	0	6	0	8	0	0	0	6	0	0
SWARM_11154	0	0	0	0	1	0	4	0	0	0	0	0	0	0
SWARM_4225	0	0	0	0	0	0	0	0	38	0	14	0	1	0
SWARM_4223	0	0	0	0	0	0	0	0	0	32	0	0	2	0
SWARM_888	0	18	6	15	62	11	3	7	0	0	0	0	1	1
SWARM_2335	0	0	0	0	0	1	0	0	0	0	0	0	0	50
SWARM_2334	0	0	0	2	12	0	0	1	0	0	38	0	1	0
SWARM_2337	0	0	2	0	0	0	0	0	0	0	0	0	0	31
SWARM_2336	0	0	0	0	5	0	0	0	16	8	3	0	1	0
SWARM_2331	0	0	0	0	0	0	0	0	0	0	0	0	0	30
SWARM_2330	0	0	0	0	0	0	0	0	0	0	0	0	0	54
SWARM_2333	0	0	0	1	14	0	0	0	0	0	80	0	2	0
SWARM_2332	0	0	0	0	7	4	14	1	0	0	1	0	0	33
SWARM_2339	0	0	1	11	18	0	0	0	0	0	1	0	0	0
SWARM_570	0	0	0	0	5	0	8	0	0	19	85	0	9	0
SWARM_571	10	50	25	2	0	9	0	20	0	0	0	3	1	1
SWARM_572	1	0	0	0	2	1	0	0	6	50	92	0	27	36
SWARM_573	137	23	22	1	1	10	0	44	0	0	0	7	1	1
SWARM_574	27	28	28	0	1	34	0	11	1	0	0	0	3	0
SWARM_575	2	64	50	31	169	48	28	77	0	128	22	9	29	289
SWARM_576	31	19	40	0	3	25	0	15	1	2	0	0	0	1
SWARM_577	0	4	60	0	5	53	0	6	0	3	0	0	0	1
SWARM_6521	0	0	0	0	3	0	4	0	4	0	0	0	0	0
SWARM_5952	2	0	2	0	2	0	0	2	0	0	0	5	0	0
SWARM_4403	0	0	0	0	1	0	0	0	0	7	0	0	2	31
SWARM_372	0	1	2	0	0	3	0	0	0	100	17	0	20	29
SWARM_373	4	6	22	3	11	50	0	52	0	3	0	0	0	5
SWARM_371	0	0	1	0	0	0	3	0	59	124	39	0	16	5
SWARM_376	2	0	0	0	0	2	73	0	0	0	0	0	0	105
SWARM_377	0	0	0	0	0	0	0	0	11	0	420	0	0	0
SWARM_374	3	260	8	5	2	14	0	14	0	17	1	0	6	6
SWARM_375	49	120	0	0	0	0	0	0	0	0	0	0	0	0
SWARM_378	0	0	1	0	0	0	0	0	2	92	43	0	20	2
SWARM_4412	0	1	3	0	0	1	0	0	0	0	0	12	0	0
SWARM_4413	0	0	5	0	0	1	0	3	0	0	0	15	0	0
SWARM_4410	0	0	0	0	0	0	0	0	0	0	0	14	0	0
SWARM_4416	0	0	6	1	1	2	0	1	0	0	0	10	0	0
SWARM_4417	0	0	2	0	0	2	2	0	0	0	0	13	0	0
SWARM_4414	0	2	19	0	4	5	0	1	0	0	0	9	0	0
SWARM_4418	0	0	5	0	0	1	0	3	0	0	0	10	0	0
SWARM_4419	0	0	9	0	0	1	0	0	0	0	0	8	0	0
SWARM_2814	0	5	2	0	0	0	0	1	0	0	0	18	0	0
SWARM_2815	0	2	0	0	2	4	0	0	0	0	0	18	0	0
SWARM_2816	0	3	15	5	1	6	0	6	0	0	0	26	1	0
SWARM_2811	0	0	0	0	0	0	0	0	0	0	0	50	0	0
SWARM_2812	1	0	0	0	0	0	0	0	0	0	0	30	0	0
SWARM_5454	0	0	0	0	0	0	11	0	0	0	0	0	0	0
SWARM_5457	0	0	0	0	1	0	7	0	15	2	0	0	0	0
SWARM_5456	0	0	0	0	0	0	8	0	0	4	0	0	0	0
SWARM_5452	2	5	1	0	4	1	0	1	0	0	0	5	1	0
SWARM_5458	0	0	0	0	0	0	7	0	5	3	1	0	0	5
SWARM_2108	0	0	0	0	0	0	0	0	41	8	15	0	3	0
SWARM_2100	0	0	0	0	0	0	1	0	0	1	64	0	20	1
SWARM_2101	0	0	0	0	0	0	0	0	21	0	15	0	3	1
SWARM_2104	0	1	12	1	14	2	4	1	0	0	2	0	0	1
SWARM_2105	0	0	0	0	2	0	0	0	17	14	17	0	2	0
SWARM_7169	0	0	2	0	0	0	4	0	0	2	0	0	1	5
SWARM_28849	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_8368	0	0	0	0	0	0	7	0	2	2	0	0	0	3
SWARM_6482	0	0	0	3	20	0	0	0	0	0	0	0	0	0
SWARM_3473	0	5	45	0	0	1	0	2	0	0	0	0	0	0
SWARM_6480	0	0	0	10	6	0	0	0	0	0	0	0	0	0
SWARM_4723	0	0	0	0	0	0	0	0	0	0	0	0	0	16
SWARM_4603	17	22	2	0	0	3	0	1	0	0	0	0	0	0
SWARM_4602	0	0	0	0	0	0	0	0	16	0	0	0	1	1
SWARM_4601	0	0	0	0	6	1	0	0	48	0	27	0	0	1
SWARM_4608	10	3	0	0	0	0	0	5	0	0	0	0	0	0
SWARM_9391	0	0	0	1	2	0	5	0	0	0	1	0	0	0
SWARM_1392	0	0	0	0	0	0	0	0	0	2	0	0	2	55
SWARM_1390	0	1	4	5	42	9	2	1	5	6	17	0	14	1
SWARM_1391	3	0	31	0	0	10	0	22	0	0	0	0	0	1
SWARM_1396	0	2	3	0	0	10	0	54	0	0	0	0	1	1
SWARM_1397	0	2	6	4	27	0	0	1	0	2	0	0	8	1
SWARM_1394	0	4	55	51	54	18	0	4	0	0	0	0	0	0
SWARM_1398	31	34	39	1	8	9	0	26	0	0	0	24	7	4
SWARM_2440	0	0	0	0	0	0	2	0	44	6	4	0	0	2
SWARM_2445	13	3	0	0	0	0	0	9	7	0	2	0	0	0
SWARM_2444	27	18	14	0	0	3	0	6	0	0	0	0	0	0
SWARM_642	0	0	0	0	0	0	0	0	11	88	3	0	0	0
SWARM_640	9	33	120	9	6	46	0	78	0	3	0	4	0	3
SWARM_641	0	0	0	0	6	0	0	0	1	0	70	0	5	25
SWARM_646	0	0	0	18	16	3	5	0	0	57	134	0	11	1
SWARM_647	0	0	0	0	1	0	0	0	17	72	17	0	2	11
SWARM_645	0	0	0	0	0	0	0	0	0	66	73	0	21	2
SWARM_648	0	0	0	0	2	0	0	1	0	56	58	0	3	4
SWARM_9287	0	0	0	0	0	0	5	0	0	0	0	0	1	0
SWARM_1150	0	2	6	1	0	0	0	0	0	0	0	82	0	0
SWARM_1152	0	0	0	0	0	0	2	0	0	0	0	0	0	64
SWARM_1153	0	1	9	14	69	3	0	0	13	8	13	0	2	1
SWARM_1154	0	0	3	0	11	1	0	0	1	15	42	0	22	1
SWARM_1155	2	7	4	8	6	0	0	7	8	7	1	3	9	3
SWARM_1156	0	0	1	0	2	0	0	0	0	9	33	0	14	2
SWARM_1157	0	0	0	0	0	0	0	0	9	0	63	0	2	0
SWARM_1158	0	0	0	0	0	0	0	0	37	77	81	0	4	0
SWARM_1846	0	0	0	0	3	1	8	0	43	0	37	0	3	13
SWARM_1844	0	0	0	0	12	0	0	0	0	2	46	0	15	0
SWARM_1843	0	0	0	0	0	0	0	0	0	16	18	0	11	0
SWARM_1840	0	0	0	0	0	0	4	0	0	0	0	0	0	32
SWARM_1848	0	0	0	0	2	0	0	0	0	2	66	0	2	0
SWARM_1849	0	0	0	0	0	0	0	0	0	3	39	0	3	0
SWARM_3143	0	0	2	5	26	5	0	0	0	2	13	0	6	1
SWARM_3142	0	0	0	0	0	1	0	31	0	0	0	0	0	4
SWARM_3147	0	0	0	0	0	0	5	0	0	34	1	0	1	3
SWARM_3146	0	1	0	0	1	0	14	0	3	9	6	0	0	3
SWARM_3149	0	2	0	0	0	0	0	0	0	17	1	0	15	0
SWARM_6856	0	1	0	0	3	0	0	0	0	0	0	6	0	0
SWARM_6851	0	0	1	0	0	0	0	0	0	0	0	16	0	0
SWARM_14078	0	0	0	0	0	0	4	0	0	0	0	0	0	1
SWARM_14079	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14072	0	0	0	0	0	0	5	0	0	0	0	0	1	1
SWARM_14073	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_14070	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_14071	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14077	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14075	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_1458	0	0	0	0	0	0	4	0	0	0	0	0	0	58
SWARM_1451	0	2	10	0	0	5	0	28	0	2	0	0	1	3
SWARM_1453	2	4	2	0	0	38	0	5	0	0	0	5	0	0
SWARM_1455	1	8	2	0	3	9	0	2	0	0	11	7	1	12
SWARM_1456	0	3	24	9	29	1	0	2	0	0	0	0	0	0
SWARM_17756	0	0	1	0	0	0	6	0	0	0	0	0	0	2
SWARM_11361	0	0	0	0	0	0	6	0	0	0	0	0	0	0
SWARM_11360	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_11363	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_11362	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_11365	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_11364	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_11366	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_11369	0	0	0	0	0	0	9	0	0	0	0	0	0	1
SWARM_11368	0	0	0	0	0	0	5	0	0	3	1	0	0	0
SWARM_4922	0	0	0	2	21	0	0	0	0	0	0	0	0	0
SWARM_4921	0	0	0	2	6	0	7	0	0	0	0	0	0	0
SWARM_4926	0	0	0	1	18	0	0	0	0	0	0	0	0	0
SWARM_4924	0	0	0	0	5	0	1	0	0	21	1	0	0	17
SWARM_2180	0	0	0	0	0	0	0	0	0	32	49	0	4	0
SWARM_2186	0	0	0	0	0	0	0	0	0	24	6	0	11	1
SWARM_2187	2	3	0	1	4	11	0	28	0	0	0	0	0	3
SWARM_2184	0	1	0	0	51	0	0	2	0	8	36	0	6	0
SWARM_2185	0	0	0	0	0	0	0	0	0	11	0	0	0	27
SWARM_2188	28	2	0	0	0	2	0	5	0	0	0	0	0	0
SWARM_435	0	22	138	24	3	0	0	5	0	0	0	0	0	0
SWARM_434	1	0	0	0	0	0	0	0	47	4	136	0	1	2
SWARM_437	0	3	0	1	4	0	0	0	2	109	0	0	20	0
SWARM_431	0	0	0	0	0	0	0	0	27	162	67	0	5	1
SWARM_430	0	3	103	0	0	63	0	2	0	0	0	0	0	0
SWARM_433	0	0	0	0	0	0	0	0	0	137	8	0	10	0
SWARM_432	0	0	0	0	0	0	2	0	33	68	81	0	31	3
SWARM_6400	0	1	0	0	1	0	9	0	0	2	1	0	0	1
SWARM_6407	0	0	0	0	1	0	0	0	0	0	0	0	11	0
SWARM_6406	0	0	0	0	0	0	0	0	0	0	0	0	11	0
SWARM_6404	0	0	0	0	2	0	0	0	0	0	0	0	10	0
SWARM_10842	0	0	1	0	0	0	4	0	0	0	2	0	0	0
SWARM_10849	0	0	0	0	0	0	0	0	0	1	1	0	0	12
SWARM_1299	0	0	0	0	0	0	0	1	0	5	6	0	45	3
SWARM_1297	0	0	0	0	0	0	0	0	0	1	49	0	2	0
SWARM_1295	0	1	3	37	19	1	0	0	0	0	0	0	0	0
SWARM_1294	0	0	3	14	32	0	0	0	0	0	0	0	0	0
SWARM_1293	0	1	0	37	11	14	0	10	0	0	0	0	0	1
SWARM_1290	0	0	0	0	0	0	13	0	0	46	0	0	0	10
SWARM_4115	2	1	7	0	3	5	0	5	0	0	0	6	0	1
SWARM_3331	0	0	0	0	0	0	0	0	45	11	31	0	8	0
SWARM_149	2	0	2	0	20	13	16	8	34	137	399	0	116	11
SWARM_145	1	30	117	0	8	143	0	109	0	5	3	0	4	1
SWARM_144	0	0	0	0	0	0	0	0	230	24	380	0	9	0
SWARM_147	1	20	31	88	363	85	0	15	7	37	160	0	69	17
SWARM_141	0	1	0	0	0	0	0	0	25	252	231	0	26	2
SWARM_140	1	28	329	0	5	0	0	1	0	0	0	0	6	0
SWARM_143	309	39	86	0	8	33	0	112	0	0	0	0	1	0
SWARM_142	0	0	1	0	0	0	12	0	0	281	14	0	24	25
SWARM_5086	0	0	0	0	0	0	7	0	0	8	0	0	0	3
SWARM_2685	0	0	0	0	0	0	0	0	0	0	0	26	0	0
SWARM_2687	0	6	5	4	5	0	0	0	0	0	0	6	1	0
SWARM_2686	0	1	0	0	0	0	0	0	0	0	0	26	0	0
SWARM_2680	0	0	0	0	0	0	0	0	25	29	0	0	1	3
SWARM_2682	6	12	41	0	3	12	0	2	0	1	0	0	0	0
SWARM_163	0	6	25	24	172	23	2	23	0	3	2	0	1	4
SWARM_162	0	0	0	1	1	0	0	0	0	32	305	0	20	0
SWARM_2021	0	6	6	0	3	32	0	9	0	0	0	0	0	1
SWARM_2020	3	1	6	1	1	38	0	3	0	0	4	0	0	0
SWARM_2023	0	1	0	0	0	0	0	0	0	0	0	0	0	51
SWARM_2022	0	0	1	0	0	26	0	9	0	0	0	0	0	0
SWARM_2025	0	0	0	0	0	0	0	0	0	0	0	0	0	35
SWARM_2024	0	0	0	0	0	0	0	0	0	40	0	0	1	1
SWARM_2027	0	1	2	0	30	4	0	0	41	85	163	0	33	0
SWARM_2026	0	0	0	0	0	0	0	0	0	0	0	0	0	54
